"","cycle","state","state_abb","party","vote_share","total_votes"
"458",1984,"Utah","UT","rep",0.745017914543814,469105
"459",1984,"Utah","UT","other",0.00822989060693458,5182
"460",1984,"Vermont","VT","dem",0.408124112704158,95730
"461",1984,"Vermont","VT","rep",0.579230988953833,135865
"462",1984,"Vermont","VT","other",0.0126448983420091,2966
"463",1984,"Virginia","VA","dem",0.370929384827882,796250
"464",1984,"Virginia","VA","rep",0.622871610683698,1337078
"465",1984,"Virginia","VA","other",0.00619900448842025,13307
"466",1984,"Washington","WA","dem",0.425808172125595,798351.999999999
"467",1984,"Washington","WA","rep",0.560917590711021,1051670
"468",1984,"Washington","WA","other",0.0132742371633838,24887.9999999999
"469",1984,"West Virginia","WV","dem",0.445978345670085,328125
"470",1984,"West Virginia","WV","rep",0.551121181066189,405483
"471",1984,"West Virginia","WV","other",0.0029004732637256,2134
"472",1984,"Wisconsin","WI","dem",0.450217006098055,995740.000000001
"473",1984,"Wisconsin","WI","rep",0.541931528347792,1198584
"474",1984,"Wisconsin","WI","other",0.00785146555415341,17365
"475",1984,"Wyoming","WY","dem",0.282428771008848,53370
"476",1984,"Wyoming","WY","rep",0.705098217687651,133241
"477",1984,"Wyoming","WY","other",0.0124730113035011,2357
"478",1988,"Alabama","AL","dem",0.398632983091472,549506
"479",1988,"Alabama","AL","rep",0.591650489381027,815576.000000001
"480",1988,"Alabama","AL","other",0.00934945548562325,12888
"481",1988,"Alaska","AK","dem",0.362709628415519,72584
"482",1988,"Alaska","AK","rep",0.595909372563913,119251
"483",1988,"Alaska","AK","other",0.0365987727118271,7323.99999999999
"484",1988,"Arizona","AZ","dem",0.387438741228785,454029
"485",1988,"Arizona","AZ","rep",0.599502676484568,702541
"486",1988,"Arizona","AZ","other",0.0128111151976366,15013
"487",1988,"Arkansas","AR","dem",0.421917321664585,349237
"488",1988,"Arkansas","AR","rep",0.563678361993771,466578
"489",1988,"Arkansas","AR","other",0.0144043163416443,11923
"490",1988,"California","CA","dem",0.475594425646034,4702233
"491",1988,"California","CA","rep",0.511265678945167,5054917
"492",1988,"California","CA","other",0.013057869044049,129104
"493",1988,"Colorado","CO","dem",0.452824043241227,621453
"494",1988,"Colorado","CO","rep",0.530588883367313,728177
"495",1988,"Colorado","CO","other",0.0164857905237126,22625
"496",1988,"Connecticut","CT","dem",0.468745193620037,676584
"497",1988,"Connecticut","CT","rep",0.519775612202905,750241
"498",1988,"Connecticut","CT","other",0.0114743444963745,16562
"499",1988,"Delaware","DE","dem",0.434777563017476,108647
"500",1988,"Delaware","DE","rep",0.558799636641576,139639
"501",1988,"Delaware","DE","other",0.00642280034094865,1605
"502",1988,"District of Columbia","DC","dem",0.826469719043743,159407
"503",1988,"District of Columbia","DC","rep",0.143044530970515,27590
"504",1988,"District of Columbia","DC","other",0.0224339864265827,4326.99999999999
"505",1988,"Florida","FL","dem",0.385072169319155,1656701
"506",1988,"Florida","FL","rep",0.60871559089262,2618885
"507",1988,"Florida","FL","other",0.00614808824927429,26451
"508",1988,"Georgia","GA","dem",0.394984284444916,714792
"509",1988,"Georgia","GA","rep",0.597528723437175,1081331
"510",1988,"Georgia","GA","other",0.00747870332303312,13534
"511",1988,"Hawaii","HI","dem",0.542694400794446,192364
"512",1988,"Hawaii","HI","rep",0.447510445436875,158625
"513",1988,"Hawaii","HI","other",0.00979515376867977,3472
"514",1988,"Idaho","ID","dem",0.360106414193776,147272
"515",1988,"Idaho","ID","rep",0.620784511257605,253881
"516",1988,"Idaho","ID","other",0.0191090745486199,7814.99999999998
"517",1988,"Illinois","IL","dem",0.486045552650512,2215940
"518",1988,"Illinois","IL","rep",0.506882687887136,2310939
"519",1988,"Illinois","IL","other",0.00707175946235238,32241
"520",1988,"Indiana","IN","dem",0.396861876741026,860643.000000001
"521",1988,"Indiana","IN","rep",0.598427756625063,1297763
"522",1988,"Indiana","IN","other",0.0047103666339116,10215
"523",1988,"Iowa","IA","dem",0.547119239825916,670557
"524",1988,"Iowa","IA","rep",0.44496472788333,545355
"525",1988,"Iowa","IA","other",0.00791603229075386,9702
"526",1988,"Kansas","KS","dem",0.425596448898538,422636
"527",1988,"Kansas","KS","rep",0.557929960807376,554049
"528",1988,"Kansas","KS","other",0.0164735902940857,16359
"529",1988,"Kentucky","KY","dem",0.438835946910323,580368
"530",1988,"Kentucky","KY","rep",0.55521479118983,734281
"531",1988,"Kentucky","KY","other",0.00594926189984703,7867.99999999999
"532",1988,"Louisiana","LA","dem",0.440645571004089,717460
"533",1988,"Louisiana","LA","rep",0.54274715299453,883702
"534",1988,"Louisiana","LA","other",0.0166072760013807,27040.0000000001
"535",1988,"Maine","ME","dem",0.438835388759267,243569
"536",1988,"Maine","ME","rep",0.553354292972515,307131
"537",1988,"Maine","ME","other",0.00781031826821732,4335
"538",1988,"Maine CD-1","ME-1","dem",0.438835388759267,NA
"539",1988,"Maine CD-1","ME-1","rep",0.553354292972515,NA
"540",1988,"Maine CD-1","ME-1","other",0.00781031826821732,NA
"541",1988,"Maine CD-2","ME-2","dem",0.438835388759267,NA
"542",1988,"Maine CD-2","ME-2","rep",0.553354292972515,NA
"543",1988,"Maine CD-2","ME-2","other",0.00781031826821732,NA
"544",1988,"Maryland","MD","dem",0.481990342740548,826304
"545",1988,"Maryland","MD","rep",0.511075866300971,876167
"546",1988,"Maryland","MD","other",0.00691979154878969,11863
"547",1988,"Massachusetts","MA","dem",0.532290514930677,1401415
"548",1988,"Massachusetts","MA","rep",0.453750587302269,1194635
"549",1988,"Massachusetts","MA","other",0.0139588977670549,36750.9999999999
"550",1988,"Michigan","MI","dem",0.456720783459334,1675783
"551",1988,"Michigan","MI","rep",0.535676937764825,1965486
"552",1988,"Michigan","MI","other",0.0076022787758407,27894
"553",1988,"Minnesota","MN","dem",0.529128334263326,1109471
"554",1988,"Minnesota","MN","rep",0.458957263245246,962336.999999999
"555",1988,"Minnesota","MN","other",0.0101908154846217,21367.9999999999
"556",1988,"Mississippi","MS","dem",0.390671445916221,363921
"557",1988,"Mississippi","MS","rep",0.598898367948541,557890.000000001
"558",1988,"Mississippi","MS","other",0.0104301861352382,9716.00000000003
"559",1988,"Missouri","MO","dem",0.478504491627286,1001619
"560",1988,"Missouri","MO","rep",0.51831573053676,1084953
"561",1988,"Missouri","MO","other",0.0031797778359548,6655.99999999999
"562",1988,"Montana","MT","dem",0.46198526556441,168936
"563",1988,"Montana","MT","rep",0.520715172530724,190412
"564",1988,"Montana","MT","other",0.0172995619048661,6326.00000000001
"565",1988,"Nebraska","NE","dem",0.391910380745769,259235
"566",1988,"Nebraska","NE","rep",0.601628204062195,397956
"567",1988,"Nebraska","NE","other",0.00646141519203586,4274
"568",1988,"Nevada","NV","dem",0.386841253974406,132738
"569",1988,"Nevada","NV","rep",0.600466874360671,206040
"570",1988,"Nevada","NV","other",0.0126918716649229,4354.99999999999
"571",1988,"New Hampshire","NH","dem",0.36334498640475,163696
"572",1988,"New Hampshire","NH","rep",0.624908717607236,281537
"573",1988,"New Hampshire","NH","other",0.011746295988014,5292.00000000001
"574",1988,"New Jersey","NJ","dem",0.425981423773041,1320352
"575",1988,"New Jersey","NJ","rep",0.562401094609449,1743192
"576",1988,"New Jersey","NJ","other",0.0116174816175107,36009.0000000001
"577",1988,"New Mexico","NM","dem",0.468935742548242,244497
"578",1988,"New Mexico","NM","rep",0.518503530007461,270341
"579",1988,"New Mexico","NM","other",0.0123823570591518,6455.99999999998
"580",1988,"New York","NY","dem",0.51619574993104,3347882
"581",1988,"New York","NY","rep",0.475180640188551,3081871
"582",1988,"New York","NY","other",0.00862360988040889,55930
"583",1988,"North Carolina","NC","dem",0.417063114642728,890166.999999999
"584",1988,"North Carolina","NC","rep",0.57968299779326,1237258
"585",1988,"North Carolina","NC","other",0.00266214386446586,5682
"586",1988,"North Dakota","ND","dem",0.429720010361265,127739
"587",1988,"North Dakota","ND","rep",0.560312318131205,166559
"588",1988,"North Dakota","ND","other",0.00996767150753042,2963
"589",1988,"Ohio","OH","dem",0.441468413607567,1939629
"590",1988,"Ohio","OH","rep",0.550017582452599,2416549
"591",1988,"Ohio","OH","other",0.00843434234230133,37057
"592",1988,"Oklahoma","OK","dem",0.412816514607578,483423
"593",1988,"Oklahoma","OK","rep",0.579287912583388,678367
"594",1988,"Oklahoma","OK","other",0.00789557280903405,9246
"595",1988,"Oregon","OR","dem",0.512781123979982,616206
"596",1988,"Oregon","OR","rep",0.466113669536504,560126
"597",1988,"Oregon","OR","other",0.0211052064835141,25362
"598",1988,"Pennsylvania","PA","dem",0.483867405044386,2194944
"599",1988,"Pennsylvania","PA","rep",0.507045796187204,2300087
"600",1988,"Pennsylvania","PA","other",0.0090867987684103,41220
"601",1988,"Rhode Island","RI","dem",0.556378545902101,225123
"602",1988,"Rhode Island","RI","rep",0.439326087063976,177761
"603",1988,"Rhode Island","RI","other",0.00416438058237071,1685
"604",1988,"South Carolina","SC","dem",0.375811985488976,370554
"605",1988,"South Carolina","SC","rep",0.615048138505835,606443
"606",1988,"South Carolina","SC","other",0.00913987600518859,9012
"607",1988,"South Dakota","SD","dem",0.465061295692208,145560
"608",1988,"South Dakota","SD","rep",0.528497624532335,165415
"609",1988,"South Dakota","SD","other",0.0064410797754568,2016
"610",1988,"Tennessee","TN","dem",0.415458517952636,679794.000000001
"611",1988,"Tennessee","TN","rep",0.578904812834225,947233.000000001
"612",1988,"Tennessee","TN","other",0.00546249045072574,8937.99999999999
"613",1988,"Texas","TX","dem",0.433493692203095,2352748
"614",1988,"Texas","TX","rep",0.559535579585843,3036829
"615",1988,"Texas","TX","other",0.00692098072561314,37563
"616",1988,"Utah","UT","dem",0.320464352836441,207343
"617",1988,"Utah","UT","rep",0.662189648350561,428442
"618",1988,"Utah","UT","other",0.0173459988129977,11223
"619",1988,"Vermont","VT","dem",0.475798099684377,115775
"620",1988,"Vermont","VT","rep",0.510960514203051,124331
"621",1988,"Vermont","VT","other",0.0132413861125723,3221.99999999999
"622",1988,"Virginia","VA","dem",0.392314048719457,859799
"623",1988,"Virginia","VA","rep",0.597351991162657,1309162
"624",1988,"Virginia","VA","other",0.010333960117886,22648
"625",1988,"Washington","WA","dem",0.500476879007834,933515.999999999
"626",1988,"Washington","WA","rep",0.484564292350689,903835
"627",1988,"Washington","WA","other",0.0149588286414765,27902
"628",1988,"West Virginia","WV","dem",0.521981108537894,341016
"629",1988,"West Virginia","WV","rep",0.474605509474048,310065
"630",1988,"West Virginia","WV","other",0.00341338198805776,2230
"631",1988,"Wisconsin","WI","dem",0.514140302462849,1126794
"632",1988,"Wisconsin","WI","rep",0.477959105825494,1047499
"633",1988,"Wisconsin","WI","other",0.00790059171165647,17315
"634",1988,"Wyoming","WY","dem",0.38013378570498,67112.9999999999
"635",1988,"Wyoming","WY","rep",0.605303849879072,106867
"636",1988,"Wyoming","WY","other",0.0145623644159478,2571
"637",1992,"Alabama","AL","dem",0.408800635048517,690080
"638",1992,"Alabama","AL","rep",0.476454035993981,804283
"639",1992,"Alabama","AL","other",0.114317026645972,192974
"640",1992,"Alaska","AK","dem",0.30287111324302,78294.0000000001
"641",1992,"Alaska","AK","rep",0.394574980851508,102000
"642",1992,"Alaska","AK","other",0.30114194641517,77846.9999999999
"643",1992,"Arizona","AZ","dem",0.365204525967148,543050
"644",1992,"Arizona","AZ","rep",0.384731417811328,572086
"645",1992,"Arizona","AZ","other",0.250058676171422,371831
"646",1992,"Arkansas","AR","dem",0.53207952849252,505823
"647",1992,"Arkansas","AR","rep",0.3548339930553,337324
"648",1992,"Arkansas","AR","other",0.11308647845218,107506
"649",1992,"California","CA","dem",0.460065878402809,5121325
"650",1992,"California","CA","rep",0.326146693759213,3630574
"651",1992,"California","CA","other",0.213394945848894,2375453
"652",1992,"Colorado","CO","dem",0.401280286519074,629681.000000001
"653",1992,"Colorado","CO","rep",0.358690526262124,562850
"654",1992,"Colorado","CO","other",0.240029187218802,376649
"655",1992,"Connecticut","CT","dem",0.42218572959541,682317.999999999
"656",1992,"Connecticut","CT","rep",0.357832412217632,578312.999999999
"657",1992,"Connecticut","CT","other",0.219981858186957,355525
"658",1992,"Delaware","DE","dem",0.435239279055314,126054
"659",1992,"Delaware","DE","rep",0.353266349009046,102313
"660",1992,"Delaware","DE","other",0.21149437193564,61253.0000000001
"661",1992,"District of Columbia","DC","dem",0.84640904856485,192619
"662",1992,"District of Columbia","DC","rep",0.0909514351501942,20698
"663",1992,"District of Columbia","DC","other",0.0596690278241611,13579
"664",1992,"Florida","FL","dem",0.389901215645298,2071698
"665",1992,"Florida","FL","rep",0.409024969360439,2173310
"666",1992,"Florida","FL","other",0.201029022515184,1068146
"667",1992,"Georgia","GA","dem",0.434686853359976,1008966
"668",1992,"Georgia","GA","rep",0.428778531863534,995252
"669",1992,"Georgia","GA","other",0.136470852811967,316766.999999999
"670",1992,"Hawaii","HI","dem",0.480927577901631,179310
"671",1992,"Hawaii","HI","rep",0.366970459336663,136822
"672",1992,"Hawaii","HI","other",0.152101962761706,56710
"673",1992,"Idaho","ID","dem",0.284192120535807,137013
"674",1992,"Idaho","ID","rep",0.420325898024119,202645
"675",1992,"Idaho","ID","other",0.295481981440074,142456
"676",1992,"Illinois","IL","dem",0.485796778199173,2453350
"677",1992,"Illinois","IL","rep",0.3433746713221,1734096
"678",1992,"Illinois","IL","other",0.170824194178518,862689.000000002
"679",1992,"Indiana","IN","dem",0.36793905643464,848420
"680",1992,"Indiana","IN","rep",0.429067801277695,989375
"681",1992,"Indiana","IN","other",0.202289286781437,466452.999999999
"682",1992,"Iowa","IA","dem",0.432858386233055,586353
"683",1992,"Iowa","IA","rep",0.372721387088654,504891
"684",1992,"Iowa","IA","other",0.194420226678291,263363
"685",1992,"Kansas","KS","dem",0.337384941360276,390434
"686",1992,"Kansas","KS","rep",0.388815245982669,449951
"687",1992,"Kansas","KS","other",0.273645133749728,316672
"688",1992,"Kentucky","KY","dem",0.445511420724764,665104
"689",1992,"Kentucky","KY","rep",0.413408801661196,617178
"690",1992,"Kentucky","KY","other",0.141048295264251,210571
"691",1992,"Louisiana","LA","dem",0.455845391412484,815971
"692",1992,"Louisiana","LA","rep",0.409708958071348,733386
"693",1992,"Louisiana","LA","other",0.134445650516168,240659.999999999
"694",1992,"Maine","ME","dem",0.3876679730213,263420
"695",1992,"Maine","ME","rep",0.303906260347697,206504
"696",1992,"Maine","ME","other",0.308425766631003,209575
"697",1992,"Maine CD-1","ME-1","dem",0.3876679730213,NA
"698",1992,"Maine CD-1","ME-1","rep",0.303906260347697,NA
"699",1992,"Maine CD-1","ME-1","other",0.308425766631003,NA
"700",1992,"Maine CD-2","ME-2","dem",0.3876679730213,NA
"701",1992,"Maine CD-2","ME-2","rep",0.303906260347697,NA
"702",1992,"Maine CD-2","ME-2","other",0.308425766631003,NA
"703",1992,"Maryland","MD","dem",0.498126051859839,988570.999999999
"704",1992,"Maryland","MD","rep",0.356294026947767,707093.999999999
"705",1992,"Maryland","MD","other",0.145579921192393,288914.999999999
"706",1992,"Massachusetts","MA","dem",0.475414109279278,1318639
"707",1992,"Massachusetts","MA","rep",0.290243879575897,805039.000000001
"708",1992,"Massachusetts","MA","other",0.234342011144825,649986
"709",1992,"Michigan","MI","dem",0.437736874843994,1871182
"710",1992,"Michigan","MI","rep",0.363756479150569,1554940
"711",1992,"Michigan","MI","other",0.198292828480681,847636.999999998
"712",1992,"Minnesota","MN","dem",0.434846512784781,1020997
"713",1992,"Minnesota","MN","rep",0.318508331530341,747841.000000001
"714",1992,"Minnesota","MN","other",0.245580822062499,576611
"715",1992,"Mississippi","MS","dem",0.407680641438674,400258
"716",1992,"Mississippi","MS","rep",0.496838946702615,487793.000000001
"717",1992,"Mississippi","MS","other",0.0954804118587116,93742
"718",1992,"Missouri","MO","dem",0.440716857569409,1053873
"719",1992,"Missouri","MO","rep",0.339216817841565,811158.999999999
"720",1992,"Missouri","MO","other",0.220066324589026,526238
"721",1992,"Montana","MT","dem",0.376311245229345,154507
"722",1992,"Montana","MT","rep",0.351224965475921,144207
"723",1992,"Montana","MT","other",0.272463789294735,111869
"724",1992,"Nebraska","NE","dem",0.294034541574356,216864
"725",1992,"Nebraska","NE","rep",0.465975003592996,343678
"726",1992,"Nebraska","NE","other",0.239990454832648,177004
"727",1992,"Nebraska CD-1","NE-1","dem",0.294034541574356,NA
"728",1992,"Nebraska CD-1","NE-1","rep",0.465975003592996,NA
"729",1992,"Nebraska CD-1","NE-1","other",0.239990454832648,NA
"730",1992,"Nebraska CD-2","NE-2","dem",0.294034541574356,NA
"731",1992,"Nebraska CD-2","NE-2","rep",0.465975003592996,NA
"732",1992,"Nebraska CD-2","NE-2","other",0.239990454832648,NA
"733",1992,"Nebraska CD-3","NE-3","dem",0.294034541574356,NA
"734",1992,"Nebraska CD-3","NE-3","rep",0.465975003592996,NA
"735",1992,"Nebraska CD-3","NE-3","other",0.239990454832648,NA
"736",1992,"Nevada","NV","dem",0.373575499982225,189148
"737",1992,"Nevada","NV","rep",0.3472679225309,175828
"738",1992,"Nevada","NV","other",0.279156577486876,141342
"739",1992,"New Hampshire","NH","dem",0.389117950913508,209040
"740",1992,"New Hampshire","NH","rep",0.376914270822669,202484
"741",1992,"New Hampshire","NH","other",0.233967778263824,125691
"742",1992,"New Jersey","NJ","dem",0.429539591230275,1436206
"743",1992,"New Jersey","NJ","rep",0.405810334627948,1356865
"744",1992,"New Jersey","NJ","other",0.164650074141777,550523.000000001
"745",1992,"New Mexico","NM","dem",0.458988466383385,261617
"746",1992,"New Mexico","NM","rep",0.373384609446548,212824
"747",1992,"New Mexico","NM","other",0.167626924170067,95544.9999999998
"748",1992,"New York","NY","dem",0.486543270703073,3444450
"749",1992,"New York","NY","rep",0.331474191714816,2346649
"750",1992,"New York","NY","other",0.181982537582111,1288333
"751",1992,"North Carolina","NC","dem",0.426533683021613,1114042
"752",1992,"North Carolina","NC","rep",0.434428087371021,1134661
"753",1992,"North Carolina","NC","other",0.139038229607366,363146.999999999
"754",1992,"North Dakota","ND","dem",0.321835051747135,99168
"755",1992,"North Dakota","ND","rep",0.442159716745691,136244
"756",1992,"North Dakota","ND","other",0.236005231507174,72721
"757",1992,"Ohio","OH","dem",0.401812805632102,1984942
"758",1992,"Ohio","OH","rep",0.383466124368847,1894310
"759",1992,"Ohio","OH","other",0.214712567917964,1060673
"760",1992,"Oklahoma","OK","dem",0.340247374958554,473066
"761",1992,"Oklahoma","OK","rep",0.426457483283095,592929.000000001
"762",1992,"Oklahoma","OK","other",0.233295141758352,324364.000000001
"763",1992,"Oregon","OR","dem",0.424788550589583,621313.999999999
"764",1992,"Oregon","OR","rep",0.325272127238157,475757
"765",1992,"Oregon","OR","other",0.248869341322524,364007
"766",1992,"Pennsylvania","PA","dem",0.451461648732512,2239164
"767",1992,"Pennsylvania","PA","rep",0.361272105181449,1791841
"768",1992,"Pennsylvania","PA","other",0.18726624608604,928805.000000002
"769",1992,"Rhode Island","RI","dem",0.470479635613689,213299
"770",1992,"Rhode Island","RI","rep",0.290276046893783,131601
"771",1992,"Rhode Island","RI","other",0.239244317492528,108465
"772",1992,"South Carolina","SC","dem",0.427625411746325,525514
"773",1992,"South Carolina","SC","rep",0.469933567252985,577507
"774",1992,"South Carolina","SC","other",0.10244102100069,125891
"775",1992,"South Dakota","SD","dem",0.371409708137301,124888
"776",1992,"South Dakota","SD","rep",0.406591445752318,136718
"777",1992,"South Dakota","SD","other",0.221998846110381,74648.0000000001
"778",1992,"Tennessee","TN","dem",0.470847930888039,933521
"779",1992,"Tennessee","TN","rep",0.42433364033172,841300.000000001
"780",1992,"Tennessee","TN","other",0.104737223840156,207655.999999999
"781",1992,"Texas","TX","dem",0.37078458334051,2281815
"782",1992,"Texas","TX","rep",0.405600211114105,2496071
"783",1992,"Texas","TX","other",0.223346763041642,1374480
"784",1992,"Utah","UT","dem",0.246545017594133,183429
"785",1992,"Utah","UT","rep",0.433646327006255,322632
"786",1992,"Utah","UT","other",0.319808655399611,237937
"787",1992,"Vermont","VT","dem",0.461137517647506,133592
"788",1992,"Vermont","VT","rep",0.304182588254787,88122
"789",1992,"Vermont","VT","other",0.232995398704181,67498.9999999999
"790",1992,"Virginia","VA","dem",0.405860744026581,1038650
"791",1992,"Virginia","VA","rep",0.449573663539431,1150517
"792",1992,"Virginia","VA","other",0.144384280745519,369497.999999999
"793",1992,"Washington","WA","dem",0.434102200374634,993037
"794",1992,"Washington","WA","rep",0.31965605348919,731233.999999999
"795",1992,"Washington","WA","other",0.246241746136175,563293.999999999
"796",1992,"West Virginia","WV","dem",0.484148216189809,331001
"797",1992,"West Virginia","WV","rep",0.353930291643569,241974
"798",1992,"West Virginia","WV","other",0.161921492166623,110702
"799",1992,"Wisconsin","WI","dem",0.411315557409848,1041066
"800",1992,"Wisconsin","WI","rep",0.367772209631997,930855.000000001
"801",1992,"Wisconsin","WI","other",0.220912232958155,559143
"802",1992,"Wyoming","WY","dem",0.340997778711653,68160
"803",1992,"Wyoming","WY","rep",0.396965239839107,79347.0000000001
"804",1992,"Wyoming","WY","other",0.262036981449241,52377.0000000001
"805",1996,"Alabama","AL","dem",0.431560876958241,662165
"806",1996,"Alabama","AL","rep",0.501218432051639,769044
"807",1996,"Alabama","AL","other",0.0664887844942709,102017
"808",1996,"Alaska","AK","dem",0.332671136495323,80379.9999999999
"809",1996,"Alaska","AK","rep",0.508012581739922,122746
"810",1996,"Alaska","AK","other",0.15669232679414,37860.0000000001
"811",1996,"Arizona","AZ","dem",0.465170659460768,653288
"812",1996,"Arizona","AZ","rep",0.442944164966659,622073.000000001
"813",1996,"Arizona","AZ","other",0.0900530829782007,126471
"814",1996,"Arkansas","AR","dem",0.537364491519482,475171
"815",1996,"Arkansas","AR","rep",0.368008576643574,325416
"816",1996,"Arkansas","AR","other",0.0946269318369443,83675
"817",1996,"California","CA","dem",0.510988656185273,5119835
"818",1996,"California","CA","rep",0.382094200800462,3828381
"819",1996,"California","CA","other",0.106832008762141,1070400
"820",1996,"Colorado","CO","dem",0.444264984093488,671152.000000001
"821",1996,"Colorado","CO","rep",0.457964575409313,691848
"822",1996,"Colorado","CO","other",0.0977704404971993,147702
"823",1996,"Connecticut","CT","dem",0.528315814719657,735740
"824",1996,"Connecticut","CT","rep",0.346908044871012,483109
"825",1996,"Connecticut","CT","other",0.124772550038991,173759.999999999
"826",1996,"Delaware","DE","dem",0.518278497839814,140355
"827",1996,"Delaware","DE","rep",0.365798899597504,99062.0000000001
"828",1996,"Delaware","DE","other",0.115922602562682,31392.9999999999
"829",1996,"District of Columbia","DC","dem",0.851900110916081,158220
"830",1996,"District of Columbia","DC","rep",0.0933579574211473,17339
"831",1996,"District of Columbia","DC","other",0.0512529209696004,9519
"832",1996,"Florida","FL","dem",0.480255711978193,2546870
"833",1996,"Florida","FL","rep",0.423245487496686,2244536
"834",1996,"Florida","FL","other",0.0956404434040573,507196
"835",1996,"Georgia","GA","dem",0.458414658495219,1053849
"836",1996,"Georgia","GA","rep",0.470156801146984,1080843
"837",1996,"Georgia","GA","other",0.0714285403577974,164207
"838",1996,"Hawaii","HI","dem",0.569288015106076,205012
"839",1996,"Hawaii","HI","rep",0.31640286571143,113943
"840",1996,"Hawaii","HI","other",0.114309119182495,41165.0000000001
"841",1996,"Idaho","ID","dem",0.33646389850949,165443
"842",1996,"Idaho","ID","rep",0.521841081448249,256595
"843",1996,"Idaho","ID","other",0.141695020042261,69673.0000000002
"844",1996,"Illinois","IL","dem",0.543152778302873,2341744
"845",1996,"Illinois","IL","rep",0.368099529826917,1587021
"846",1996,"Illinois","IL","other",0.0884095179490795,381168
"847",1996,"Indiana","IN","dem",0.415571376457493,887424.000000001
"848",1996,"Indiana","IN","rep",0.471423801565117,1006693
"849",1996,"Indiana","IN","other",0.112357177544018,239931
"850",1996,"Iowa","IA","dem",0.502609646901525,620257.999999999
"851",1996,"Iowa","IA","rep",0.399201021007637,492644
"852",1996,"Iowa","IA","other",0.0981893320908373,121173
"853",1996,"Kansas","KS","dem",0.360847994042632,387659
"854",1996,"Kansas","KS","rep",0.542907009215303,583245
"855",1996,"Kansas","KS","other",0.0952899562505818,102370
"856",1996,"Kentucky","KY","dem",0.458421784853259,636614
"857",1996,"Kentucky","KY","rep",0.44882221460523,623283
"858",1996,"Kentucky","KY","other",0.0922454540479352,128102
"859",1996,"Louisiana","LA","dem",0.520099957454179,927837
"860",1996,"Louisiana","LA","rep",0.399440794323188,712586
"861",1996,"Louisiana","LA","other",0.0804592482226329,143536
"862",1996,"Maine","ME","dem",0.516239558868917,312788
"863",1996,"Maine","ME","rep",0.307606738439042,186378
"864",1996,"Maine","ME","other",0.176153702692042,106731
"865",1996,"Maine CD-1","ME-1","dem",0.516239558868917,NA
"866",1996,"Maine CD-1","ME-1","rep",0.307606738439042,NA
"867",1996,"Maine CD-1","ME-1","other",0.176153702692042,NA
"868",1996,"Maine CD-2","ME-2","dem",0.516239558868917,NA
"869",1996,"Maine CD-2","ME-2","rep",0.307606738439042,NA
"870",1996,"Maine CD-2","ME-2","other",0.176153702692042,NA
"871",1996,"Maryland","MD","dem",0.542547743518617,966206.999999999
"872",1996,"Maryland","MD","rep",0.382694974927985,681530.000000001
"873",1996,"Maryland","MD","other",0.0732765446102186,130496
"874",1996,"Massachusetts","MA","dem",0.614720987115381,1571509
"875",1996,"Massachusetts","MA","rep",0.280879920233417,718058.000000001
"876",1996,"Massachusetts","MA","other",0.102590731946024,262269.000000001
"877",1996,"Michigan","MI","dem",0.516948205746972,1989653
"878",1996,"Michigan","MI","rep",0.384845943353381,1481212
"879",1996,"Michigan","MI","other",0.0969904210199218,373301
"880",1996,"Minnesota","MN","dem",0.511007565820081,1120380
"881",1996,"Minnesota","MN","rep",0.349554297119442,766395
"882",1996,"Minnesota","MN","other",0.138114072936184,302814
"883",1996,"Mississippi","MS","dem",0.440811002207288,394022
"884",1996,"Mississippi","MS","rep",0.492067523104926,439838
"885",1996,"Mississippi","MS","other",0.0671214746877856,59997
"886",1996,"Missouri","MO","dem",0.475395782796162,1025935
"887",1996,"Missouri","MO","rep",0.412413898561906,890016
"888",1996,"Missouri","MO","other",0.112190318641932,242114.000000001
"889",1996,"Montana","MT","dem",0.412500644831644,167922
"890",1996,"Montana","MT","rep",0.441315407423056,179652
"891",1996,"Montana","MT","other",0.1461839477453,59509
"892",1996,"Nebraska","NE","dem",0.349506580161349,236761
"893",1996,"Nebraska","NE","rep",0.536549973059351,363467
"894",1996,"Nebraska","NE","other",0.113943446779301,77187.0000000002
"895",1996,"Nebraska CD-1","NE-1","dem",0.38,NA
"896",1996,"Nebraska CD-1","NE-1","rep",0.5,NA
"897",1996,"Nebraska CD-1","NE-1","other",0.12,NA
"898",1996,"Nebraska CD-2","NE-2","dem",0.38,NA
"899",1996,"Nebraska CD-2","NE-2","rep",0.53,NA
"900",1996,"Nebraska CD-2","NE-2","other",0.09,NA
"901",1996,"Nebraska CD-3","NE-3","dem",0.29,NA
"902",1996,"Nebraska CD-3","NE-3","rep",0.59,NA
"903",1996,"Nebraska CD-3","NE-3","other",0.12,NA
"904",1996,"Nevada","NV","dem",0.439334968844165,203974
"905",1996,"Nevada","NV","rep",0.429147129204638,199244
"906",1996,"Nevada","NV","other",0.131517901951197,61060.9999999998
"907",1996,"New Hampshire","NH","dem",0.495705773494403,246166
"908",1996,"New Hampshire","NH","rep",0.395664895277257,196486
"909",1996,"New Hampshire","NH","other",0.10862933122834,53945
"910",1996,"New Jersey","NJ","dem",0.537202928611835,1652361
"911",1996,"New Jersey","NJ","rep",0.358631082038844,1103099
"912",1996,"New Jersey","NJ","other",0.10416598934932,320399.999999999
"913",1996,"New Mexico","NM","dem",0.491832022356737,273495
